Name	County	Address	Eircode	LatitudeDD	LongatudeDD	Capacity	Tag
Carechoice Swords	Dublin	Bridge Street, Swords	K67F5D0	53.4590607	-6.2223929	157	carechoice-swords
CareChoice Trim	Meath	Knightsbridge Village, Longwood Road, Trim	C15W8PF	53.5463142	-6.7970082	174	carechoice-trim
Carlingford Nursing Home	Louth	Old Dundalk Road, Carlingford	A91C853	54.0331172	-6.1825367	44	carlingford-nursing-home
Carna Nursing and Retirement Home	Galway	Teach Altranais Charna, Cuideachta Neamhtheoranta, Carna, Connemara	H91YX64	53.3245161	-9.8397167	51	carna-nursing-and-retirement-home
Carndonagh Community Hospital	Donegal	Convent Road, Carndonagh	F93EW7T	55.2452913	-7.2676983	46	carndonagh-community-hospital
Carnew Nursing Home	Wicklow	Gorey Road, Carnew	Y14H425	52.7094845	-6.4832219	90	carnew-nursing-home
Carrigoran House	Clare	Carrigoran, Newmarket-on-Fergus	V95YX84	52.751711	-8.9086678	109	carrigoran-house
Carthage Nursing Home	Offaly	Mucklagh, Tullamore	R35EK85	53.2500796	-7.5503625	59	carthage-nursing-home
Carysfort Nursing Home	Dublin	7 Arkendale Road, Glenageary	A96W566	53.2802655	-6.1179876	49	carysfort-nursing-home
Cashel Residential Older Persons Services	Tipperary	Our Lady's Campus, The Green, Cashel	E25P407	52.5140054	-7.8883096	60	cashel-residential-older-persons-services
Castlebridge Manor Nursing Home	Wexford	Ballyboggan Lower, Castlebridge	Y35C526	52.3900237	-6.4541067	95	castlebridge-manor-nursing-home
Castle Gardens Nursing Home	Wexford	Drumgoold, Enniscorthy	Y21EP11	52.4923568	-6.5397999	64	castle-gardens-nursing-home
Castlemanor Nursing Home	Cavan	Castlemanor Retirement Village, Billil, Drumalee	H12VH73	53.9986791	-7.3420207	75	castlemanor-nursing-home
Castleross	Monaghan	Carrickmacross	A81X242	54.0249785	-6.7082816	125	castleross
Castletownbere Community Hospital	Cork	Castletownbere	P75PW81	51.6518687	-9.9006921	31	castletownbere-community-hospital
Catherine McAuley House	Limerick	Old Dominic Street	V94DX58	52.6708587	-8.6241669	33	catherine-mcauley-house-0
Catherine McAuley House	Dublin	Beaumont Woods, Beaumont	D09A9PD	53.391441	-6.2266273	35	catherine-mcauley-house
Central Park Nursing Home	Galway	Clonberne, Ballinasloe	H53KN24	53.5596973	-8.6460869	70	central-park-nursing-home
Charleville Nursing Home	Cork	Station Road, Rathgoggan, Charleville	P56F386	52.348489	-8.6706051	60	charleville-nursing-home
Cherryfield Housing with Care	Dublin	2D Cherryfield Lawn, Hartstown, Clonsilla	D15DH9C	53.3928428	-6.4214419	56	cherryfield-housing-care
Cherryfield Lodge Nursing Home	Dublin	Milltown Park	D06PN79	53.3172258	-6.2474262	20	cherryfield-lodge-nursing-home
Cherry Grove Nursing Home	Wexford	Priesthaggard, Campile, New Ross	Y34TC61	52.3085873	-6.9653455	60	cherry-grove-nursing-home-0
Cherry Orchard Hospital	Dublin	Cherry Orchard Hospital, Ballyfermot	D10Y821	53.3434575	-6.3782933	113	cherry-orchard-hospital
Clarehaven	Dublin	St Canices Road, Finglas	D11WD50	53.3825869	-6.2748064	47	clarehaven
Claremount Nursing Home	Mayo	Claremount, Claremorris	F12C436	53.7323897	-8.9932732	70	claremount-nursing-home
Clarenbridge Care Centre	Galway	Ballygarriff, Craughwell	H91RW18	53.2357239	-8.8239653	61	clarenbridge-care-centre
Clearbrook Nursing Home	Dublin	Heathfield View, Cappagh Road, Finglas West	D11CX2T	53.3947846	-6.3199992	90	clearbrook-nursing-home
Clonakilty Community Hospital	Cork	Clonakilty	P85K160	51.6304789	-8.8763736	99	clonakilty-community-hospital
Clondalkin Lodge Residential Home	Dublin	New Road, Clondalkin	D22R9Y7	53.3181529	-6.3936002	150	clondalkin-lodge-residential-home
Clonskeagh Community Nursing Unit	Dublin	Clonskeagh Road	D06V406	53.3155872	-6.2387114	90	clonskeagh-community-nursing-unit
Clontarf Private Nursing Home	Dublin	5-7 Clontarf Road, Clontarf 	D03NA78	53.3638855	-6.2241601	34	clontarf-private-nursing-home
Cloverlodge Nursing Home	Kildare	Clonmullion, Athy	R14DD43	52.9974746	-6.9808718	60	cloverlodge-nursing-home
Cluain Arann Welfare Home & Community Nursing Unit	Tipperary	Avondale Crescent, Tipperary Town	E34H563	52.4762253	-8.1561834	30	cluain-arann-welfare-home-community-nursing-unit
Cluain Lir Community Nursing Unit	Westmeath	Longford Road, Mullingar	N91T267	53.5361736	-7.3521914	44	cluain-lir-community-nursing-unit
Cobh Community Hospital	Cork	Aileen Terrace, Cobh	P24AD85	51.8538431	-8.2989336	44	cobh-community-hospital
Cois Abhainn Residential Centre	Cork	Greencloyne, Youghal	P36Y525	51.9619516	-7.8596799	26	cois-abhainn-residential-centre
College View Nursing Home	Cavan	Clones Road, Cavan	H12ER27	54.0062235	-7.357676	69	college-view-nursing-home
Community Hospital of the Assumption	Tipperary	Leigh Road, Thurles	E41YN59	52.6851194	-7.8228178	60	community-hospital-assumption
Corbally House Nursing Home	Limerick	Mill Road, Corbally	V94KC78	52.6877433	-8.6221544	40	corbally-house-nursing-home-0
Corpus Christi Nursing Home	Cork	Mitchelstown	P67X528	52.2603599	-8.2753974	42	corpus-christi-nursing-home
The Cottage Nursing Home	Tipperary	70 Irishtown, Clonmel	E91XA97	52.3520591	-7.7105131	25	cottage-nursing-home-0
Craddock House Nursing Home	Kildare	Craddockstown Road, Naas	W91D432	53.2067238	-6.65196	89	craddock-house-nursing-home
Cratloe Nursing Home	Clare	Gallows Hill, Cratloe	V95NY72	52.7028945	-8.7662313	32	cratloe-nursing-home
Croft Nursing Home	Dublin	2 Goldenbridge Walk , Inchicore	D08AY24	53.3351418	-6.3243178	36	croft-nursing-home
Cuan Chaitriona Nursing Home	Mayo	The Lawn, Castlebar	F23NP64	53.8543503	-9.2901415	58	cuan-chaitriona-nursing-home
Curam Care Home Carrigaline	Cork	Janeville, Carrigaline	P43DC42	51.8263396	-8.3941611	111	curam-care-home-carrigaline
Curam Care Home Dundalk	Louth	Toberona, Dundalk	A91ET86	54.0212948	-6.4291537	82	curam-care-home-dundalk
Curam Care Home, Navan Road	Dublin	Navan Road, Cabra	D07YDW4	53.3635409	-6.30261	144	curam-care-home-navan-road
Curragh Lawn Nursing Home	Kildare	Kinneagh, Curragh	R56RW32	53.1328719	-6.7777082	39	curragh-lawn-nursing-home-0
Dalkey Community Unit for Older Persons	Dublin	Kilbegnet Close, Dalkey	A96X603	53.2767387	-6.1060448	36	dalkey-community-unit-older-persons
D'Alton Community Nursing Unit	Mayo	Convent Road, Claremorris	F12TN30	53.7288901	-9.0051284	29	dalton-community-nursing-unit
Dargle Valley Nursing Home	Wicklow	Cookstown Road, Enniskerry	A98N478	53.1896999	-6.1416621	30	dargle-valley-nursing-home
Darraglynn Nursing Home	Cork	Carrigaline Road, Douglas	T12YP92	51.8675591	-8.4266473	26	darraglynn-nursing-home
Dean Maxwell Community Nursing Unit	Tipperary	The Valley, Roscrea	E53NX53	52.9528218	-7.7987406	27	dean-maxwell-community-nursing-unit
Deerpark Nursing Home	Tipperary	Deerpark Nursing Home, Lattin	E34WF64	52.4728458	-8.2433398	33	deerpark-nursing-home
Donegal Community Hospital	Donegal	Drumlonagher, Donegal Town	F94V670	54.6555702	-8.0990534	29	donegal-community-hospital
Douglas Nursing and Retirement Home	Cork	Moneygourney, Douglas	T12HW35	51.8607837	-8.4020076	58	douglas-nursing-and-retirement-home
Drakelands House Nursing Home	Kilkenny	Drakelands, Kilkenny	R95YR02	52.6458296	-7.2878287	72	drakelands-house-nursing-home
Droimnin Nursing Home	Laois	Brockley Park, Stradbally	R32Y580	53.0154713	-7.1359541	70	droimnin-nursing-home
Drumbear Lodge Nursing Home	Monaghan	Cootehill Road	H18DX45	54.2283702	-6.9685143	94	drumbear-lodge-nursing-home
Drumderrig House	Roscommon	Abbeytown, Boyle	F52RC95	53.9757603	-8.2846497	96	drumderrig-house-0
Duleek Care Centre	Meath	Duleek Nursing Home, Downestown	A92DP2C	53.6579047	-6.4360034	121	duleek-care-centre
Dunabbey House	Waterford	The Spring, Dungarvan	X35FX34	52.0889084	-7.6366953	28	dunabbey-house
Dunboyne Nursing Home	Meath	Waynestown, Summerhill Road, Dunboyne	A86XF89	53.4366583	-6.5327097	61	dunboyne-nursing-home
Dundalk Care Centre	Louth	Inner Relief Road, Marsh South, Haggardstown, Dundalk	A91TKE8	53.9810532	-6.3869379	130	dundalk-care-centre
Dungarvan Community Hospital	Waterford	Springhill, Dungarvan	X35T048	52.087844	-7.6368182	102	dungarvan-community-hospital
Dungloe Community Hospital	Donegal	Gweedore Road, Dungloe	F94Y326	54.9519595	-8.3576434	34	dungloe-community-hospital
Dunlavin Nursing Home	Wicklow	Dunlavin	W91P3C6	53.0620573	-6.6999421	64	dunlavin-nursing-home
Dunmanway Community Hospital	Cork	Dunmanway 	P47WN27	51.7293919	-9.0898057	23	dunmanway-community-hospital
Dunshaughlin Care Home	Meath	Dublin Road, Dunshaughlin	A85A029	53.5048062	-6.5380178	38	dunshaughlin-care-home
Ealga Lodge Nursing Home	Offaly	Main Street, Shinrone, Birr	R42EA34	52.9834153	-7.9245482	48	ealga-lodge-nursing-home
Edenderry Community Nursing Unit	Offaly	Ofalia House, St. Mary's Road, Edenderry	R45K726	53.335884	-7.0631862	28	edenderry-community-nursing-unit
Eliza Lodge Nursing Home	Offaly	Boherdurrow, Banagher	R42XP20	53.1727722	-7.947615	50	eliza-lodge-nursing-home
Elm Green Nursing Home	Dublin	New Dunsink Lane, Castleknock	D15E403	53.3882155	-6.3510046	120	elm-green-nursing-home
Elm Hall Nursing Home	Kildare	Elm Hall Nursing Home, Loughlinstown Road, Celbridge	W23P6EX	53.3363382	-6.5157595	62	elm-hall-nursing-home
Elmhurst Nursing Home	Dublin	Hampstead Avenue, Ballymun Road, Glasnevin	D09XNV2	53.3797704	-6.2597956	44	elmhurst-nursing-home
Ennis Nursing Home	Clare	Showgrounds Road, Drumbiggle, Ennis	V95R968	52.8371983	-8.995652	60	ennis-nursing-home
Ennis Road Care Facility	Clare	Ennis Road, Meelick, Ennis	V94D2T3	52.679281	-8.6993971	84	ennis-road-care-facility-0
Ennistymon Community Hospital	Clare	Dough, Ennistymon	V95CD58	52.9361271	-9.3157987	27	ennistymon-community-hospital
Esker Lodge Nursing Home	Cavan	Esker Place, Cathedral Road	H12T996	54.0017772	-7.3587951	70	esker-lodge-nursing-home
Esker Ri Nursing Home	Offaly	Kilnabin, Clara	R35XH96	53.33437	-7.5952328	143	esker-ri-nursing-home
Eyrefield Manor Nursing Home	Wicklow	Church Lane, Greystones	A63KN63	53.1469031	-6.0700757	53	eyrefield-manor-nursing-home
Fairfield Nursing Home	Cork	Quarry Road, Drimoleague	P47HP28	51.6639653	-9.2729468	49	fairfield-nursing-home
Fairlawns Nursing Home	Cavan	Cavan Road, Bailieborough	A82KP08	53.9173604	-6.9761809	37	fairlawns-nursing-home
Fairy Hill Nursing Home	Cork	Kennel Hill, Mallow	P51FT98	52.1394767	-8.6584538	22	fairy-hill-nursing-home
Falcarragh Community Hospital	Donegal	Ballyconnell, Falcarragh	F92AY61	55.1377848	-8.1008303	11	falcarragh-community-hospital
Farranlea Road Community Nursing Unit	Cork	Farranlea Road	T12E959	51.8903525	-8.5100299	89	farranlea-road-community-nursing-unit
Fearna Manor Nursing Home	Roscommon	Tarmon Road, Castlerea	F45V104	53.7747265	-8.4819462	53	fearna-manor-nursing-home
Fennor Hill Care Facility	Kilkenny	Cashel Road, Urlingford	E41PX70	52.7167341	-7.5892134	56	fennor-hill-care-facility
Ferbane Care Centre	Offaly	Main Street, Ferbane	R42TN84	53.2645986	-7.8254836	61	ferbane-care-centre
Fermoy Community Hospital	Cork	Tallow Road, Fermoy 	P61H582	52.1390149	-8.2559084	44	fermoy-community-hospital
The Fern Dean	Dublin	Deansgrange Road , Blackrock 	A94TN25	53.289934	-6.1680971	140	fern-dean
Firstcare Beneavin House	Dublin	Beneavin House, Beneavin Road, Glasnevin	D11F576	53.3888656	-6.2853265	150	firstcare-beneavin-house
Firstcare Beneavin Lodge	Dublin	Beneavin Road, Glasnevin	D11HA25	53.3887845	-6.2841567	70	firstcare-beneavin-lodge
Firstcare Beneavin Manor	Dublin	Beneavin Road, Glasnevin	D11F576	53.3888656	-6.2853265	115	firstcare-beneavin-manor
Firstcare Blainroe Lodge	Wicklow	Coast Road, Blainroe, Wicklow	A67VK52	52.9454117	-6.0214315	72	firstcare-blainroe-lodge
Firstcare Earlsbrook House	Wicklow	41 Meath Road, Bray	A98DH95	53.1997757	-6.0986505	63	firstcare-earlsbrook-house
Firstcare Mountpleasant Lodge	Kildare	Clane Road, Portgloriam, Kilcock	W23XT7W	53.3872536	-6.6957779	81	firstcare-mountpleasant-lodge
Flannery's Nursing Home	Galway	Chapel Road, Abbeyknockmoy, Tuam	H54PX79	53.4177421	-8.7253345	60	flannerys-nursing-home
The Four Ferns	Dublin	Brighton Road, Foxrock	D18AX22	53.2585825	-6.1718547	144	four-ferns
Foxrock Nursing Home	Dublin	Westminster Road, Foxrock	D18KX82	53.2709363	-6.1714173	40	foxrock-nursing-home
Friars Lodge Nursing Home	Mayo	Convent Road, Ballinrobe	F31XP58	53.6245761	-9.2079305	64	friars-lodge-nursing-home
Gahan House	Kilkenny	Gahan House, High Street, Graiguenamanagh	R95ET80	52.5415741	-6.9619557	12	gahan-house
Garbally View Nursing Home	Galway	Brackernagh, Ballinasloe	H53P688	53.3231051	-8.2393346	36	garbally-view-nursing-home
Gascoigne House Nursing Home	Dublin	37-39 Cowper Road, Rathmines	D06HW18	53.3170122	-6.2569576	50	gascoigne-house-nursing-home
Glebe House Nursing Home	Dublin	Kilternan Care Centre, Glebe Road, Kilternan	D18Y201	53.2416481	-6.2013418	54	glebe-house-nursing-home
Glenashling Nursing Home	Kildare	Oldtown, Celbridge	W23X279	53.3430813	-6.5564619	75	glenashling-nursing-home
Glenaulin Nursing Home	Dublin	Lucan Road, Chapelizod 	D20YT66	53.3530283	-6.3554319	84	glenaulin-nursing-home
Glendonagh Residential Home	Cork	Dungourney, Midleton	P25HK59	51.9789294	-8.0946028	42	glendonagh-residential-home
Glengara Park Nursing Home	Dublin	Lower Glenageary Road, Dun Laoghaire	A96H242	53.2854222	-6.1311095	66	glengara-park-nursing-home-0
Glyntown Care Centre	Cork	Glyntown, Glanmire	T45H795	51.9247825	-8.3871964	38	glyntown-care-centre
Good Counsel Nursing Home	Limerick	Kilmallock Road, Limerick City	V94RT96	52.6422876	-8.5880815	28	good-counsel-nursing-home
Gormanston Wood Nursing Home	Meath	Gormanston	K32NA71	53.6324505	-6.2179936	89	gormanston-wood-nursing-home
Gowran Abbey Nursing Home	Kilkenny	Gowran Abbey Nursing Home Limited, Abbey Court, Gowran	R95Y953	52.6318952	-7.0627177	51	gowran-abbey-nursing-home
Grange Con Nursing Home	Cork	Carrigrohane	T12H271	51.915818	-8.6104162	24	grange-con-nursing-home
Greenhill Nursing Home	Tipperary	Waterford Road, Carrick-on-Suir	E32FY09	52.3512614	-7.3971904	55	greenhill-nursing-home
Greenpark Nursing Home	Galway	Tullinadaly Road, Tuam	H54C596	53.5207595	-8.8529523	51	greenpark-nursing-home
Greystones Nursing Home	Wicklow	Church Road, Greystones 	A63HK44	53.1482564	-6.0667087	58	greystones-nursing-home
Griffeen Valley Nursing Home	Dublin	Esker Road, Esker, Lucan	K78V208	53.3490562	-6.439173	26	griffeen-valley-nursing-home
Hamilton Park Care Facility	Dublin	Balrothery, Balbriggan	K32X377	53.5932345	-6.1886897	135	hamilton-park-care-facility
Harbour Lights Nursing Home	Donegal	Townasligo, Bruckless	F94N597	54.6415899	-8.4222632	56	harbour-lights-nursing-home
Haven Bay Care Centre	Cork	Ballinacubby, Kinsale	P17A580	51.703182	-8.5314268	127	haven-bay-care-centre
Hazel Hall Nursing Home	Kildare	Prosperous Road, Clane	W91DA07	53.2895582	-6.7022299	46	hazel-hall-nursing-home
Heather House Community Nursing Unit	Cork	St Mary's Health Campus, Gurranabraher	T23FFX9	51.9049923	-8.5015879	85	heather-house-community-nursing-unit
Hillcrest House Nursing Home	Donegal	Long Lane, Letterkenny	F92YY38	54.961956	-7.7429804	58	hillcrest-house-nursing-home
Hillside Nursing Home	Galway	Attidermot, Aughrim, Ballinasloe	H53E090	53.3016848	-8.3208411	24	hillside-nursing-home
Hillview Convalescence & Nursing Home	Carlow	Tullow Road	R93YX46	52.8303609	-6.9050463	54	hillview-convalescence-nursing-home
Hillview Private Nursing & Retirement Residence	Meath	Rathfeigh, Tara	C15V291	53.5942305	-6.4857273	26	hillview-private-nursing-retirement-residence
Hollybrook Lodge	Dublin	St Michael's Estate, Bulfin Road, Inchicore	D08KF63	53.3387745	-6.3162632	50	hollybrook-lodge
Hollymount Private Nursing and Retirement Home	Mayo	Kilrush, Hollymount, Claremorris	F12R292	53.6560677	-9.1185611	36	hollymount-private-nursing-and-retirement-home
Holy Family Nursing Home	Galway	Magheramore, Killimor, Ballinasloe	H53KP28	53.1719249	-8.2910106	70	holy-family-nursing-home
Holy Family Residence	Dublin	Little Sisters of the Poor, Holy Family Residence, Roebuck Road, Dundrum	D14C7W2	53.302609	-6.226834	60	holy-family-residence
Holy Ghost Residential Home	Waterford	Cork Road	X91NN88	52.2523288	-7.1206721	60	holy-ghost-residential-home
Howth Hill Lodge	Dublin	Thormanby Road, Howth	D13KN22	53.3746714	-6.0553026	48	howth-hill-lodge
Joe & Helen O'Toole Community Nursing Unit	Galway	Sean Purcell Road, Tuam	H54EP04	53.511468	-8.8509258	25	joe-helen-otoole-community-nursing-unit
Kanturk Community Hospital	Cork	Kanturk	P51PT61	52.1761659	-8.916663	29	kanturk-community-hospital
Kenmare Community Nursing Unit	Kerry	Kenmare	V93AW24	51.8890912	-9.58164	35	kenmare-community-nursing-unit
Kenmare Nursing Home	Kerry	Killaha East, Kenmare	V93KT10	51.8617952	-9.6049153	26	kenmare-nursing-home-0
Kerlogue Nursing Home	Wexford	Kerlogue	Y35ND37	52.3180252	-6.4568013	89	kerlogue-nursing-home
Kilbarry Care Centre	Waterford	Carrigea Crescent, Kilbarry	X91HDA2	52.2306051	-7.1389159	90	kilbarry-care-centre
Kilbrew Recuperation and Nursing Care	Meath	Kilbrew Demense, Curragha, Ashbourne	A84TR72	53.5474273	-6.4473866	74	kilbrew-recuperation-and-nursing-care
Kilcara House Nursing Home	Kerry	Kilcara, Duagh, Listowel	V31W266	52.3985326	-9.3578666	31	kilcara-house-nursing-home
Kilcolgan Nursing Home	Galway	Killeely More, Kilcolgan	H91Y7N3	53.2102001	-8.8587891	48	kilcolgan-nursing-home
Kilcoole Lodge Nursing Home	Wicklow	Lott Lane, Kilcoole	A63YW71	53.1109226	-6.0589909	89	kilcoole-lodge-nursing-home
Kilkenny Care Centre	Kilkenny	Newpark Crescent, Newpark	R95W2RP	52.6594971	-7.2444775	90	kilkenny-care-centre
Killarney Community Hospitals	Kerry	St Margaret's Road, Killarney	V93XN79	52.0669653	-9.5164311	66	killarney-community-hospitals
Killarney Nursing Home	Kerry	Rock Road, Killarney	V93Y381	52.0634499	-9.5150248	56	killarney-nursing-home
Killeline Care Centre	Limerick	Cork Road , Newcastle West	V42C501	52.4448531	-9.0455929	63	killeline-care-centre
Killure Bridge Nursing Home	Waterford	Airport Road 	X91NP44	52.2175261	-7.0936949	79	killure-bridge-nursing-home
Killybegs Community Hospital	Donegal	Donegal Road, Killybegs	F94PK84	54.6378879	-8.4388962	34	killybegs-community-hospital
Kilmainhamwood Nursing Home	Meath	Kilmainhamwood, Kells	A82DN84	53.8450849	-6.8032799	43	kilmainhamwood-nursing-home
Kilminchy Lodge Nursing Home	Laois	Kilminchy, Portlaoise, Portlaoise	R32WK35	53.0434197	-7.2682527	74	kilminchy-lodge-nursing-home
Kilrush District Hospital Limited	Clare	Cooraclare Road, Kilrush	V15CH98	52.6417111	-9.4842408	28	kilrush-district-hospital-limited
Kilrush Nursing Home	Clare	Kilimer Road, Kilrush	V15FN44	52.6365993	-9.48095	46	kilrush-nursing-home
Kiltipper Woods Care Centre	Dublin	Kiltipper Road, Tallaght	D24A248	53.2674947	-6.3659413	122	kiltipper-woods-care-centre
Kinsale Community Hospital	Cork	Rathbeg, Kinsale	P17A027	51.7129682	-8.5270785	40	kinsale-community-hospital
Kinvara House Nursing Home	Wicklow	3 - 4 Esplanade, Strand Road, Bray	A98VY10	53.1997859	-6.0969335	36	kinvara-house-nursing-home
Knockeen Nursing Home	Wexford	Knockeen, Barntown	Y35CY80	52.343135	-6.5763461	49	knockeen-nursing-home
Knockrobin Hill Care Home	Wicklow	Knockrobin, Port Road, Wicklow	A67ED27	52.9896416	-6.0629101	99	knockrobin-hill-care-home
Kylemore House Nursing Home	Wicklow	Sidmonton Road, Bray 	A98PA09	53.1994267	-6.1019158	38	kylemore-house-nursing-home
Lake House Nursing Home	Donegal	Portnablagh, Dunfanghy	F92PF58	55.1750082	-7.9288461	47	lake-house-nursing-home
Lakes Nursing Home	Clare	Hill Road, Killaloe	V94NR79	52.8059437	-8.447517	57	lakes-nursing-home
Larchfield Park Nursing Home	Kildare	Monread Road, Naas 	W91PX94	53.2365539	-6.6464268	70	larchfield-park-nursing-home
Larissa Lodge Nursing Home	Donegal	Carnamuggagh, Letterkenny	F92Y726	54.9687913	-7.7323986	64	larissa-lodge-nursing-home
Laurel Lodge Nursing Home	Longford	Templemichael, Longford	N39XE92	53.7348722	-7.7760059	114	laurel-lodge-nursing-home
Lawson House Nursing Home	Wexford	Knockrathkyle, Glenbrien, Enniscorthy	Y21AW82	52.4680971	-6.5212869	65	lawson-house-nursing-home
Leeson Park House Nursing Home	Dublin	10 Leeson Park	D06TC65	53.3272863	-6.2518059	45	leeson-park-house-nursing-home
Leopardstown Care Centre	Dublin	Ballyogan Road	D18A3VR	53.2603519	-6.1947827	101	leopardstown-care-centre
Leopardstown Park Hospital	Dublin	Foxrock 	D18XH70	53.268624	-6.2016719	120	leopardstown-park-hospital
Lexington House	Dublin	Monastery Road, Clondalkin	D22F2N2	53.3209222	-6.3883687	92	lexington-house
Lisheen Nursing Home	Dublin	Stoney Lane, Rathcoole 	D24Y042	53.2801622	-6.4679499	120	lisheen-nursing-home
Little Flower Nursing Home	Galway	Labane, Ardrahan	H91ND26	53.1434952	-8.8005721	50	little-flower-nursing-home
Lough Erril Private Nursing Home	Leitrim	Lough Erril, Mohill	N41XE39	53.9208634	-7.921491	45	lough-erril-private-nursing-home
Loughshinny Residential Home	Dublin	Blackland, Ballykea, Loughshinny, Skerries	K34DV78	53.5462244	-6.1029058	126	loughshinny-residential-home
Lourdesville Nursing Home	Kildare	Athy Road, Kildare Road, Kildare Town	R51PY94	53.139983	-6.9176513	42	lourdesville-nursing-home
Lusk Community Unit	Dublin	Lusk Community Nursing Unit, Station Road, Lusk	K45Y097	53.5233989	-6.1587945	47	lusk-community-unit
Lystoll Lodge Nursing Home	Kerry	Skehenerin, Listowel	V31EC92	52.4485304	-9.4418581	48	lystoll-lodge-nursing-home
The Mac Bride Community Nursing Unit	Mayo	St Marys Crescent, Westport	F28XF79	53.8012055	-9.5240932	29	mac-bride-community-nursing-unit
Macroom Community Hospital	Cork	Macroom	P12AX83	51.9073741	-8.9676474	26	macroom-community-hospital
Maria Goretti Nursing Home	Limerick	Proonts, Kilmallock	V35T104	52.4063025	-8.5703953	57	maria-goretti-nursing-home
Marian House Alzheimer Unit	Mayo	Ballindine East, Ballindine, Claremorris	F12C950	53.6681087	-8.9541477	10	marian-house-alzheimer-unit
Marian House	Dublin	Holy Faith Convent, Glasnevin	D11HN8F	53.3755317	-6.27112	26	marian-house
The Marlay Nursing Home	Dublin	Kellystown Road, Rathfarnham	D16A363	53.2682862	-6.2667822	190	marlay-nursing-home
Maryborough Nursing Home	Cork	Maryborough Hill, Douglas	T12AX28	51.8630653	-8.4102622	37	maryborough-nursing-home
Maryfield Nursing Home	Galway	Farnablake East, Athenry	H65DD54	53.290112	-8.7447291	23	maryfield-nursing-home-0
Maryfield Nursing Home	Dublin	Old Lucan Road, Chapelizod	D20WC89	53.3507313	-6.3496054	69	maryfield-nursing-home
Marymount Care Centre	Dublin	Westmanstown , Lucan	K78FD29	53.3734661	-6.4407074	140	marymount-care-centre
Marymount University Hospital & Hospice	Cork	Curraheen Road, Curraheen	T12A710	51.8705285	-8.5415825	63	marymount-university-hospital-hospice
Maynooth Community Care Unit	Kildare	Leinster Street, Maynooth	W23HT28	53.378787	-6.591581	34	maynooth-community-care-unit
Maynooth Lodge Nursing Home	Kildare	Rathcoffey Road, Crinstown, Maynooth	W23P237	53.3687501	-6.6159726	85	maynooth-lodge-nursing-home
The Meath Community Unit	Dublin	1-9 Heytesbury Street	D08Y1TW	53.3357612	-6.2702714	48	meath-community-unit
Merlin Park Community Nursing Unit 6	Galway	Merlin Park	H91N973	53.2774185	-8.9931997	26	merlin-park-community-nursing-unit-6
Middletown House Nursing Home	Wexford	Ardamine, Gorey	Y25P6H7	52.6337217	-6.2411673	51	middletown-house-nursing-home
Midleton Community Hospital	Cork	The Green, Midleton	P25DT96	51.9177356	-8.1726562	42	midleton-community-hospital
Milford Nursing Home	Limerick	Milford Care Centre, Plassey Park Road, Castletroy	V94H795	52.670802	-8.57159	69	milford-nursing-home
Millbrae Lodge Nursing Home	Tipperary	Newport	V94H2V3	52.7078037	-8.4304387	81	millbrae-lodge-nursing-home
Millbrook Manor Nursing Home	Dublin	Slade Road, Coolmines, Saggart	D24A9RY	53.2758126	-6.4519414	85	millbrook-manor-nursing-home
Millbury Nursing Home	Meath	Commons Road, Navan	C15WY88	53.6414646	-6.7026981	101	millbury-nursing-home
Mill Lane Manor Private Nursing Home	Kildare	Sallins Road, Naas	W91W329	53.2249743	-6.6663245	70	mill-lane-manor-private-nursing-home
Moate Nursing Home	Westmeath	Dublin Road, Moate	N37NT68	53.3962713	-7.7105088	50	moate-nursing-home
Mooncoin Residential Care Centre	Kilkenny	Polerone Road, Mooncoin	X91T638	52.2950773	-7.2616858	78	mooncoin-residential-care-centre
Moorehall Lodge Ardee	Louth	Hale Street, Ardee	A92W967	53.8543736	-6.5348969	125	moorehall-lodge-ardee
Moorehall Lodge Balbriggan	Dublin	Bath Road, Balbriggan	K32XR04	53.6143768	-6.1842632	102	moorehall-lodge-balbriggan
Moorehall Lodge Drogheda	Meath	Dublin Road, Drogheda	A92XP03	53.6983007	-6.3103057	121	moorehall-lodge-drogheda
Mount Alvernia Hospital	Cork	Newberry, Mallow	P51XT95	52.1243508	-8.6846218	42	mount-alvernia-hospital
Mountbellew Nursing Home	Galway	Mountbellew	H53PV34	53.4696748	-8.4984213	35	mountbellew-nursing-home
Mount Cara Nursing Home	Cork	Redemption Road, Blackpool, Cork	T23YY93	51.9086713	-8.4787091	26	mount-cara-nursing-home
Mount Carmel Nursing Home	Tipperary	Abbey Street, Roscrea	E53RD23	52.9518154	-7.8038606	31	mount-carmel-nursing-home
Mount Carmel Supported Care Home	Kilkenny	Prologue, Callan	R95RKW2	52.5412414	-7.3935834	20	mount-carmel-supported-care-home
Mount Hybla Private	Dublin	Farmleigh Woods, Castleknock	D15Y977	53.3681297	-6.35961	66	mount-hybla-private
Mount Sackville Nursing Home	Dublin	College Road, Chapelizod	D20FH56	53.3599641	-6.3562603	33	mount-sackville-nursing-home
Mount Tabor Nursing Home and Care Centre	Dublin	Mount Tabor, Sandymount Green, Sandymount	D04YT68	53.3322367	-6.2136502	46	mount-tabor-nursing-home-and-care-centre
Moycullen Nursing Home	Galway	Ballinahalla, Moycullen 	H91CC60	53.3610368	-9.1743582	53	moycullen-nursing-home
